日付,基準価額
20131106,10846
20131107,10842
20131108,10688
20131111,10663
20131112,10707
20131113,10704
20131114,10710
20131115,10880
20131118,10939
20131119,10846
20131120,10801
20131121,10709
20131122,10825
20131125,10828
20131126,10795
20131127,10749
20131128,10882
20131129,10926
20131202,10856
20131203,10817
20131204,10761
20131205,10766
20131206,10720
20131209,10904
20131210,10972
20131211,10908
20131212,10659
20131213,10674
20131216,10670
20131217,10677
20131218,10664
20131219,10923
20131220,10883
20131224,10982
20131225,11007
20131226,11059
20131227,11090
20131230,11115
20140106,11078
20140107,11079
20140108,11152
20140109,11139
20140110,11155
20140114,11056
20140115,11170
20140116,11282
20140117,11264
20140120,11191
20140121,11238
20140122,11306
20140123,11381
20140124,11199
20140127,10936
20140128,10927
20140129,11038
20140130,10887
20140131,11070
20140203,11025
20140204,10781
20140205,10919
20140206,10907
20140207,11038
20140210,11178
20140212,11324
20140213,11335
20140214,11368
20140217,11327
20140218,11431
20140219,11486
20140220,11495
20140221,11511
20140224,11547
20140225,11560
20140226,11558
20140227,11566
20140228,11505
20140303,11506
20140304,11525
20140305,11764
20140306,11766
20140307,11801
20140310,11715
20140311,11638
20140312,11644
20140313,11634
20140314,11486
20140317,11433
20140318,11527
20140319,11536
20140320,11452
20140324,11514
20140325,11467
20140326,11566
20140327,11418
20140328,11501
20140331,11668
20140401,11769
20140402,11854
20140403,11899
20140404,11876
20140407,11845
20140408,11857
20140409,11808
20140410,11837
20140411,11718
20140414,11624
20140415,11708
20140416,11826
20140417,11926
20140418,11952
20140421,11963
20140422,11991
20140423,12036
20140424,11983
20140425,12023
20140428,11940
20140430,12097
20140501,12083
20140502,12127
20140507,12055
20140508,12196
20140509,12224
20140512,12238
20140513,12302
20140514,12242
20140515,12221
20140516,12169
20140519,12233
20140520,12184
20140521,12114
20140522,12093
20140523,12128
20140526,12229
20140527,12241
20140528,12309
20140529,12221
20140530,12247
20140602,12325
20140603,12418
20140604,12441
20140605,12471
20140606,12606
20140609,12637
20140610,12511
20140611,12421
20140612,12357
20140613,12322
20140616,12313
20140617,12258
20140618,12294
20140619,12339
20140620,12417
20140623,12463
20140624,12407
20140625,12416
20140626,12386
20140627,12397
20140630,12442
20140701,12429
20140702,12504
20140703,12520
20140704,12506
20140707,12487
20140708,12447
20140709,12432
20140710,12460
20140711,12482
20140714,12483
20140715,12581
20140716,12584
20140717,12635
20140718,12527
20140722,12610
20140723,12664
20140724,12707
20140725,12734
20140728,12620
20140729,12687
20140730,12691
20140731,12756
20140801,12600
20140804,12507
20140805,12564
20140806,12465
20140807,12395
20140808,12380
20140811,12417
20140812,12526
20140813,12518
20140814,12690
20140815,12723
20140818,12706
20140819,12841
20140820,12924
20140821,13042
20140822,13070
20140825,13019
20140826,12996
20140827,13015
20140828,13004
20140829,12974
20140901,13064
20140902,13122
20140903,13210
20140904,13219
20140905,13241
20140908,13269
20140909,13327
